ACCIDENT_YEAR,ACCIDENT_MONTH,ACCIDENT_DAY,ACCIDENT_HOUR,ACCIDENT_WEEKDAY,ACCIDENTLOCATION,IMPACTLOCATION,INITIALIMPACTTYPE,LIGHT,ROADJURISDICTION,TRAFFICCONTROL,TRAFFICCONTROLCONDITION,THRULANENO,NORTHBOUNDDISOBEYCOUNT,SOUTHBOUNDDISOBEYCOUNT,PEDESTRIANINVOLVED,CYCLISTINVOLVED,MOTORCYCLISTINVOLVED,ENVIRONMENTCONDITION1,injury
2021,10,9,11,Saturday,At/near private drive,Off highway,SMV other,Other,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Other,0
2021,10,9,23,Saturday,Non intersection,Not on roadway - right side,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,10,12,Sunday,At/near private drive,Not on roadway - right side,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,1
2021,10,10,16,Sunday,Non intersection,Left turn lane,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,True,False,True,Clear,1
2021,10,3,22,Sunday,Non intersection,Thru lane,SMV other,Dark,Regional municipality,No control,unknown,0,0,0,False,False,False,Rain,0
2021,10,12,15,Tuesday,At/near private drive,Right shoulder,SMV other,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,12,16,Tuesday,At intersection,Within intersection,Rear end,Daylight,Municipal (excl. Twp. Rd.),unknown,unknown,0,0,0,False,False,False,Clear,0
2021,10,12,18,Tuesday,Non intersection,Thru lane,Sideswipe,Dusk,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,12,20,Tuesday,Non intersection,Thru lane,Approaching,Dark,Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Clear,0
2021,10,13,8,Wednesday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,13,15,Wednesday,Intersection related,Thru lane,Rear end,Daylight,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,10,11,21,Monday,At/near private drive,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,4,11,Monday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,12,9,Tuesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,14,9,Thursday,At intersection,Within intersection,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),unknown,unknown,0,0,0,False,False,False,Clear,0
2021,10,14,14,Thursday,Non intersection,Thru lane,SMV other,Daylight,Regional municipality,No control,unknown,1,0,0,True,False,False,Clear,1
2021,10,15,11,Friday,At intersection,Within intersection,Angle,Daylight,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Rain,0
2021,10,15,14,Friday,Intersection related,Within intersection,Rear end,Daylight,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Rain,0
2021,10,15,15,Friday,Non intersection,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,15,16,Friday,Intersection related,Within intersection,Sideswipe,Daylight,unknown,unknown,unknown,0,0,0,False,False,False,Rain,0
2021,10,16,1,Saturday,Non intersection,Not on roadway - left side,SMV other,"Dark, artificial",Regional municipality,No control,unknown,0,0,0,False,False,False,Rain,0
2021,10,16,18,Saturday,Non intersection,Right turn lane,Sideswipe,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,17,10,Sunday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,16,10,Saturday,At/near private drive,Right shoulder,SMV unattended vehicle,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,18,7,Monday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Clear,0
2021,10,14,3,Thursday,Non intersection,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,19,8,Tuesday,Intersection related,Within intersection,Sideswipe,Daylight,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,10,19,16,Tuesday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,1,False,False,False,Clear,0
2021,10,20,6,Wednesday,Non intersection,Thru lane,SMV other,Dawn,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,5,11,Tuesday,Intersection related,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,10,21,7,Thursday,At intersection,Within intersection,Angle,Dawn,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,1
2021,10,2,10,Saturday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,22,14,Friday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,1
2021,10,22,15,Friday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,23,11,Saturday,Non intersection,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Clear,0
2021,10,23,18,Saturday,At intersection,Thru lane,Angle,Dark,Regional municipality,unknown,Functioning,1,0,0,False,False,False,Clear,0
2021,10,24,14,Sunday,Non intersection,Right shoulder,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,25,13,Monday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Rain,0
2021,10,22,9,Friday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,18,18,Monday,Intersection related,Within intersection,Angle,Dusk,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,10,26,19,Tuesday,At/near private drive,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,26,14,Tuesday,Intersection related,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,10,5,1,Tuesday,At/near private drive,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,27,12,Wednesday,Intersection related,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),unknown,unknown,1,0,0,False,False,False,Clear,0
2021,10,27,17,Wednesday,Intersection related,Within intersection,Sideswipe,Daylight,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,10,28,9,Thursday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,29,1,Friday,At intersection,Within intersection,Angle,Dark,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,10,29,6,Friday,Non intersection,Thru lane,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Clear,0
2021,10,15,8,Friday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Rain,0
2021,10,25,7,Monday,Non intersection,Thru lane,SMV other,Dark,Regional municipality,No control,unknown,0,0,0,False,False,False,Rain,0
2021,10,12,11,Tuesday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,29,16,Friday,Intersection related,Within intersection,Rear end,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Rain,0
2021,10,30,6,Saturday,Intersection related,Within intersection,Angle,Dark,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Rain,0
2021,10,30,9,Saturday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,14,8,Thursday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,2,12,Tuesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,2,16,Tuesday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,3,13,Wednesday,Non intersection,Right shoulder,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,2,14,Tuesday,Intersection related,Left turn lane,Rear end,Daylight,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,10,29,2,Friday,Non intersection,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Rain,0
2021,9,28,14,Tuesday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,22,8,Friday,Non intersection,Thru lane,SMV other,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,28,14,Thursday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,4,17,Thursday,Intersection related,Within intersection,Angle,Dusk,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,5,11,Friday,Intersection related,Thru lane,SMV other,Daylight,Regional municipality,unknown,Functioning,1,0,0,False,False,False,Clear,0
2021,10,30,14,Saturday,At intersection,Within intersection,Rear end,Daylight,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Rain,0
2021,10,29,19,Friday,Intersection related,Thru lane,Sideswipe,Dark,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Rain,0
2021,11,6,1,Saturday,Non intersection,Right shoulder,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Rain,0
2021,11,6,15,Saturday,Intersection related,Within intersection,Sideswipe,Daylight,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,8,9,Monday,Non intersection,Thru lane,Rear end,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,8,15,Monday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,1,0,0,True,True,False,Clear,1
2021,11,9,21,Tuesday,At intersection,Within intersection,Angle,Dark,Municipal (excl. Twp. Rd.),unknown,Functioning,0,1,0,False,False,False,Clear,1
2021,11,9,8,Tuesday,Non intersection,Thru lane,Angle,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,9,9,Tuesday,At intersection,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,2,14,Tuesday,Non intersection,Thru lane,Sideswipe,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,9,13,Tuesday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2021,11,8,19,Monday,At/near private drive,Right shoulder,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,10,7,Wednesday,Non intersection,Right shoulder,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,11,4,Thursday,Non intersection,Right shoulder,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,10,12,Wednesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,12,11,Friday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,1
2021,11,11,20,Thursday,At intersection,Within intersection,SMV other,Dark,Regional municipality,unknown,Functioning,0,0,0,True,False,False,Clear,1
2021,11,12,16,Friday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,2,0,0,False,False,False,Clear,1
2021,11,12,18,Friday,At intersection,Within intersection,Angle,Dark,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,12,20,Friday,At/near private drive,Thru lane,Angle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,12,21,Friday,At/near private drive,Right shoulder,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,13,0,Saturday,Non intersection,Thru lane,SMV other,"Dark, artificial",Regional municipality,No control,unknown,1,0,0,False,False,False,Clear,0
2021,11,13,6,Saturday,Non intersection,Not on roadway - right side,SMV other,Dawn,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,13,10,Saturday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,14,9,Sunday,Non intersection,Thru lane,SMV other,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,16,6,Tuesday,At intersection,Within intersection,Angle,Dawn,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Snow,0
2021,11,16,11,Tuesday,Non intersection,Thru lane,Sideswipe,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,9,9,Tuesday,Intersection related,Thru lane,Rear end,Daylight,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,15,7,Monday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2021,11,17,19,Wednesday,Intersection related,Left turn lane,Other,Dark,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,18,16,Thursday,At intersection,Within intersection,Angle,Dusk,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,19,6,Friday,At intersection,Within intersection,Angle,Dawn,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,20,11,Saturday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),unknown,unknown,0,0,0,False,False,False,Clear,0
2021,11,20,16,Saturday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,20,21,Saturday,Non intersection,Thru lane,Approaching,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Clear,0
2021,11,21,1,Sunday,Intersection related,Not on roadway - left side,SMV other,Dark,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,21,6,Sunday,At/near private drive,Thru lane,SMV unattended vehicle,Dawn,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,21,9,Sunday,Underpass or tunnel,Thru lane,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Clear,0
2021,11,21,18,Sunday,Intersection related,Within intersection,SMV other,Dark,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Rain,0
2021,11,21,7,Sunday,Intersection related,Thru lane,Approaching,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Snow,0
2021,11,22,8,Monday,Non intersection,Thru lane,Approaching,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2021,11,22,8,Monday,Non intersection,Off highway,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,23,14,Tuesday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2021,11,23,18,Tuesday,At/near private drive,Right shoulder,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,24,16,Wednesday,Non intersection,Thru lane,Turning movement,Dusk,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,25,8,Thursday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Freezing Rain,0
2021,11,25,13,Thursday,Intersection related,Thru lane,Rear end,Daylight,Regional municipality,unknown,unknown,0,0,0,False,False,False,"Fog, mist, smoke, dust",0
2021,11,25,16,Thursday,Intersection related,Left turn lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),unknown,unknown,0,0,0,False,False,False,Rain,0
2021,11,25,23,Thursday,Non intersection,Thru lane,SMV other,Dark,Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Rain,1
2021,11,25,8,Thursday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,"Fog, mist, smoke, dust",0
2021,11,4,7,Thursday,At/near private drive,Thru lane,SMV unattended vehicle,Dawn,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,10,31,20,Sunday,At/near private drive,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,13,16,Saturday,At intersection,Within intersection,Turning movement,Dusk,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,21,17,Sunday,At intersection,Within intersection,Angle,Dark,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Rain,0
2021,11,26,22,Friday,Intersection related,Within intersection,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,1,False,False,False,Clear,0
2021,11,27,12,Saturday,Intersection related,Within intersection,SMV other,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,11,28,3,Sunday,Non intersection,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,2,0,0,False,False,False,Snow,0
2021,11,28,9,Sunday,Non intersection,Off highway,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2021,11,28,15,Sunday,At intersection,Within intersection,SMV other,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Snow,0
2021,11,30,20,Tuesday,At/near private drive,Thru lane,Other,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,29,15,Monday,At/near private drive,Not on roadway - left side,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,30,18,Tuesday,Non intersection,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,30,6,Tuesday,Intersection related,Not on roadway - right side,SMV other,Dark,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Snow,0
2021,11,30,8,Tuesday,At intersection,Within intersection,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Snow,0
2021,11,30,8,Tuesday,Non intersection,Thru lane,Angle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Snow,0
2021,11,30,8,Tuesday,Non intersection,Not on roadway - left side,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,8,6,Monday,At/near private drive,Thru lane,Angle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,30,11,Tuesday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,30,14,Tuesday,At intersection,Within intersection,Rear end,Daylight,Municipal (excl. Twp. Rd.),unknown,unknown,0,0,0,False,False,False,Clear,0
2021,11,3,15,Wednesday,At/near private drive,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,12,1,12,Wednesday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,12,1,16,Wednesday,Intersection related,Thru lane,Angle,Dusk,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Freezing Rain,0
2021,12,2,6,Thursday,At intersection,Within intersection,SMV other,Dark,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,True,False,False,Rain,1
2021,12,2,19,Thursday,Non intersection,Thru lane,Other,Dark,Regional municipality,No control,unknown,0,0,0,False,False,False,"Fog, mist, smoke, dust",0
2021,12,2,20,Thursday,At intersection,Within intersection,SMV other,Dark,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,True,False,False,Clear,1
2021,11,22,8,Monday,Non intersection,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,27,15,Saturday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,12,3,15,Friday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Clear,0
2021,12,3,20,Friday,Non intersection,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Clear,0
2021,11,2,13,Tuesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,29,18,Monday,At intersection,Within intersection,Angle,Dark,Municipal (excl. Twp. Rd.),unknown,unknown,0,0,0,False,True,False,Clear,1
2021,12,4,23,Saturday,At intersection,Within intersection,Turning movement,Dark,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,12,5,18,Sunday,At/near private drive,Thru lane,Angle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Rain,0
2021,12,6,21,Monday,At/near private drive,Thru lane,Angle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2021,12,7,1,Tuesday,At/near private drive,Off highway,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2021,12,8,0,Wednesday,Non intersection,Thru lane,Sideswipe,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2021,12,7,13,Tuesday,Non intersection,Not on roadway - right side,SMV other,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,0
2021,12,9,16,Thursday,Non intersection,Thru lane,Sideswipe,Dusk,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,0
2021,12,10,4,Friday,Non intersection,Not on roadway - left side,SMV other,Dark,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,1
2021,11,24,8,Wednesday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,12,10,14,Friday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,12,10,16,Friday,At intersection,Within intersection,Turning movement,Dusk,Regional municipality,unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,12,11,9,Saturday,At/near private drive,Thru lane,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,True,False,False,Clear,1
2021,12,12,14,Sunday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,12,1,13,Wednesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,12,10,20,Friday,Non intersection,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,16,8,Tuesday,At/near private drive,Thru lane,Angle,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2021,12,14,8,Tuesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Clear,1
2021,12,14,9,Tuesday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,23,7,Tuesday,At/near private drive,Off highway,SMV unattended vehicle,Dawn,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2021,11,18,10,Thursday,At intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,12,9,13,Thursday,Intersection related,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
2021,12,16,23,Thursday,At intersection,Within intersection,Sideswipe,Dark,Regional municipality,unknown,unknown,0,0,0,False,False,False,Clear,0
2021,12,17,6,Friday,At intersection,Within intersection,SMV other,Dark,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,True,False,False,Clear,1
2021,12,17,12,Friday,At/near private drive,Thru lane,Angle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,1,0,0,False,False,False,Clear,1
2021,12,5,17,Sunday,At/near private drive,Thru lane,Other,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,12,10,14,Friday,Other,Off highway,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,12,17,14,Friday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2021,12,17,15,Friday,At intersection,Within intersection,Rear end,Daylight,Municipal (excl. Twp. Rd.),unknown,Functioning,0,0,0,False,False,False,Clear,0
